event_id,time,src,dst,country,event_type,label
13446,155.0,Protester (Yemen),Unspecified Actor,Yemen,17009784,1
13445,155.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,17009778,1
13391,155.0,Citizen (Oman),Unspecified Actor,Oman,17008443,1
13390,155.0,Citizen (Pakistan),Unspecified Actor,Pakistan,17008291,1
13389,155.0,Activist (Pakistan),Unspecified Actor,Pakistan,17008290,1
13420,155.0,Citizen (Yemen),Unspecified Actor,Yemen,17009303,1
13419,155.0,Protester (Yemen),Unspecified Actor,Yemen,17009258,1
13440,155.0,Islamic Oikkya Jote,Unspecified Actor,Bangladesh,17009754,1
13441,155.0,Protester (Yemen),Unspecified Actor,Yemen,17009755,1
13442,155.0,Protester (Yemen),Unspecified Actor,Yemen,17009756,1
13443,155.0,Protester (Yemen),Unspecified Actor,Yemen,17009757,1
13476,155.0,Activist (India),Unspecified Actor,India,17006139,1
13477,155.0,Anna Hazare,Unspecified Actor,India,17006152,1
13478,155.0,Protester (Peru),Unspecified Actor,Peru,17006156,1
13439,155.0,Student (United States),Unspecified Actor,United States,17009726,1
13407,155.0,Student (United States),Unspecified Actor,United States,17009028,1
13438,155.0,Protester (Thailand),Unspecified Actor,Thailand,17009717,1
13437,155.0,Preacher (United States),Unspecified Actor,United States,17009715,1
13468,155.0,Citizen (Democratic Republic of Congo),Unspecified Actor,Democratic Republic of Congo,17006003,1
13384,155.0,Protester (Iraq),Government (Iraq),Iraq,17008209,1
13388,155.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17008260,1
13386,155.0,Monastery (China),Unspecified Actor,China,17008214,1
13387,155.0,Protester (India),Unspecified Actor,India,17008217,1
13398,155.0,Citizen (Yemen),Unspecified Actor,Yemen,17008617,1
13397,155.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17008592,1
13395,155.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,17008557,1
13396,155.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,17008579,1
13394,155.0,Protester (Yemen),Unspecified Actor,Yemen,17008515,1
13482,155.0,Protester (Yemen),Unspecified Actor,Yemen,17008106,1
13481,155.0,Citizen (Tunisia),Unspecified Actor,Tunisia,17008101,1
13480,155.0,Protester (Brazil),Unspecified Actor,Brazil,17006167,1
13479,155.0,National Congress (Brazil),Unspecified Actor,Brazil,17006157,1
13404,155.0,Citizen (Belarus),Unspecified Actor,Belarus,17008965,1
13403,155.0,Student (United States),Unspecified Actor,United States,17008935,1
13402,155.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,17008836,1
13401,155.0,Protester (Afghanistan),Military Personnel - Special (Afghanistan),Afghanistan,17008835,1
13400,155.0,Religion (United States),Unspecified Actor,United States,17008804,1
13399,155.0,Citizen (Syria),Unspecified Actor,Syria,17008694,1
13385,155.0,Protester (Iraq),Iraqi Kurdistan,Iraq,17008210,1
13411,155.0,Activist (India),Police (India),India,17009227,1
13410,155.0,Activist (Bharatiya Janata),Cabinet / Council of Ministers / Advisors (India),India,17009225,1
13409,155.0,Activist (Bharatiya Janata),Police (India),India,17009226,1
13504,156.0,Citizen (Yemen),Unspecified Actor,Yemen,17013084,1
13507,156.0,Citizen (Afghanistan),Military (International),Afghanistan,17013195,1
13506,156.0,Citizen (Saudi Arabia),Unspecified Actor,Saudi Arabia,17013128,1
13505,156.0,Protester (Yemen),Unspecified Actor,Yemen,17013085,1
13532,156.0,Protester (Syria),Unspecified Actor,Syria,17013893,1
13531,156.0,Citizen (Tunisia),Unspecified Actor,Tunisia,17013891,1
13530,156.0,Protester (Bahrain),Bahrain,Bahrain,17013851,1
13529,156.0,Protester (Yemen),Governor (Yemen),Yemen,17013635,1
13528,156.0,Protester (Yemen),Unspecified Actor,Yemen,17013637,1
13503,156.0,Citizen (Afghanistan),Police (Afghanistan),Afghanistan,17012997,1
13502,156.0,Employee (Iraq),Unspecified Actor,Iraq,17012980,1
13501,156.0,Protester (Yemen),Unspecified Actor,Yemen,17012951,1
13514,156.0,Citizen (Syria),Unspecified Actor,Syria,17013411,1
13508,156.0,Protester (Yemen),Police (Yemen),Yemen,17013202,1
13509,156.0,Religion (United States),Unspecified Actor,United States,17013296,1
13510,156.0,Protester (Syria),Military Personnel - Special (Syria),Syria,17013309,1
13511,156.0,People Associated with the Opposition (Kosovo),Unspecified Actor,Kosovo,17013337,1
13512,156.0,Protester (Yemen),Unspecified Actor,Yemen,17013340,1
13513,156.0,Protester (Bahrain),Unspecified Actor,Bahrain,17013372,1
13484,156.0,Citizen (Yemen),Unspecified Actor,Yemen,17012606,1
13492,156.0,Activist (Islami Chhatra Shibir),Police (Bangladesh),Bangladesh,17012811,1
13499,156.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17012944,1
13498,156.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17012942,1
13497,156.0,Protester (Yemen),Head of Government (Yemen),Yemen,17012921,1
13496,156.0,Protester (Bahrain),Unspecified Actor,Bahrain,17012861,1
13495,156.0,"Protester (Palestinian Territory, Occupied)",Fatah,Occupied Palestinian Territory,17012856,1
13494,156.0,"Protester (Palestinian Territory, Occupied)",Hamas,Occupied Palestinian Territory,17012857,1
13493,156.0,Citizen (Turkey),Unspecified Actor,Turkey,17012827,1
13500,156.0,Protester (Yemen),Armed Band (Yemen),Yemen,17012952,1
13552,156.0,Citizen (India),Unspecified Actor,India,17010361,1
13549,156.0,Citizen (Sudan),Unspecified Actor,Sudan,17010202,1
13551,156.0,Activist (India),Unspecified Actor,India,17010362,1
13550,156.0,Protester (Yemen),Police (Yemen),Yemen,17010212,1
13554,156.0,Representatives (India),Unspecified Actor,India,17010379,1
13553,156.0,Citizen (India),Unspecified Actor,India,17010378,1
13555,156.0,Citizen (India),Unspecified Actor,India,17010382,1
13547,156.0,Activist (India),Unspecified Actor,India,17010139,1
13548,156.0,Citizen (India),Unspecified Actor,India,17010164,1
13517,156.0,Protester (Yemen),Unspecified Actor,Yemen,17013468,1
13518,156.0,Protester (Yemen),Police (Yemen),Yemen,17013466,1
13519,156.0,Activist (Yemen),Police (Yemen),Yemen,17013467,1
13520,156.0,Protester (Yemen),Unspecified Actor,Yemen,17013547,1
13521,156.0,Citizen (Afghanistan),Military (International),Afghanistan,17013571,1
13522,156.0,Religion (United States),Unspecified Actor,United States,17013570,1
13523,156.0,Protester (Italy),Silvio Berlusconi,Italy,17013579,1
13556,156.0,Protester (India),Police (India),India,17010387,1
13557,156.0,Protester (India),Unspecified Actor,India,17010388,1
13558,156.0,Citizen (India),Unspecified Actor,India,17010408,1
13559,156.0,Farm Worker (Brazil),Unspecified Actor,Brazil,17010409,1
13560,156.0,Protester (Brazil),Unspecified Actor,Brazil,17010414,1
13561,156.0,Citizen (Mexico),Unspecified Actor,Mexico,17010537,1
13562,156.0,Sicily,Governor (Mexico),Italy,17010552,1
13563,156.0,Business (Mexico),Unspecified Actor,Mexico,17010562,1
13564,156.0,Sicily,Governor (Mexico),Italy,17010565,1
13533,156.0,Citizen (United States),Unspecified Actor,United States,17013923,1
13534,156.0,Immigrants (United States),Unspecified Actor,United States,17013922,1
13535,156.0,Citizen (Sudan),Unspecified Actor,Sudan,17013959,1
13536,156.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17014065,1
13537,156.0,Activist (Tanzania),Unspecified Actor,Tanzania,17014208,1
13538,156.0,Alejandro Toledo,Unspecified Actor,Peru,17014216,1
13539,156.0,Protester (Oman),Unspecified Actor,Oman,17014346,1
13543,156.0,Anna Hazare,Unspecified Actor,India,17010055,1
13546,156.0,Anna Hazare,Unspecified Actor,India,17010138,1
13545,156.0,Citizen (United States),Unspecified Actor,United States,17010077,1
13544,156.0,Men (India),Unspecified Actor,India,17010062,1
13541,156.0,Citizen (India),Unspecified Actor,India,17010043,1
13542,156.0,Anna Hazare,Unspecified Actor,India,17010045,1
13540,156.0,Activist (India),Unspecified Actor,India,17010038,1
13515,156.0,Protester (Yemen),Unspecified Actor,Yemen,17013465,1
13516,156.0,Protester (Yemen),Police (Yemen),Yemen,17013469,1
13485,156.0,Protester (Yemen),Unspecified Actor,Yemen,17012607,1
13486,156.0,Protester (Yemen),Unspecified Actor,Yemen,17012608,1
13487,156.0,Citizen (Lebanon),Unspecified Actor,Lebanon,17012639,1
13488,156.0,Alejandro Toledo,Unspecified Actor,Peru,17012658,1
13489,156.0,Citizen (United States),Unspecified Actor,United States,17012661,1
13490,156.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17012666,1
13491,156.0,Main Opposition (Djibouti),Unspecified Actor,Djibouti,17012685,1
13524,156.0,Protester (Yemen),Yemen,Yemen,17013580,1
13525,156.0,Criminal (Lebanon),Unspecified Actor,Lebanon,17013626,1
13526,156.0,Citizen (Lebanon),Unspecified Actor,Lebanon,17013627,1
13527,156.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17013636,1
13569,156.0,Citizen (Mexico),Unspecified Actor,Mexico,17010572,1
13570,156.0,Citizen (Iran),Unspecified Actor,Iran,17012466,1
13568,156.0,Citizen (Mexico),Unspecified Actor,Mexico,17010570,1
13566,156.0,Citizen (Mexico),Unspecified Actor,Mexico,17010567,1
13571,156.0,Protester (Yemen),Unspecified Actor,Yemen,17012472,1
13567,156.0,Indigenous People (Mexico),Unspecified Actor,Mexico,17010571,1
13565,156.0,Citizen (Mexico),Unspecified Actor,Mexico,17010566,1
13483,156.0,Protester (Bahrain),Unspecified Actor,Bahrain,17012593,1
13659,157.0,Citizen (Mexico),Unspecified Actor,Mexico,17014973,1
13658,157.0,Company - Owner or Operator (Mexico),Other Authorities / Officials (Mexico),Mexico,17014969,1
13657,157.0,Protester (Mexico),Other Authorities / Officials (Mexico),Mexico,17014962,1
13656,157.0,Company - Owner or Operator (Mexico),Other Authorities / Officials (Mexico),Mexico,17014954,1
13655,157.0,Villager (Mexico),Police (Mexico),Mexico,17014948,1
13654,157.0,Villager (Mexico),Police (Mexico),Mexico,17014935,1
13653,157.0,Protester (Peru),Police (Peru),Peru,17014905,1
13652,157.0,Citizen (Mexico),Unspecified Actor,Mexico,17014873,1
13619,157.0,Citizen (Bangladesh),Unspecified Actor,Bangladesh,17019038,1
13618,157.0,Protester (United States),Unspecified Actor,United States,17018903,1
13617,157.0,Protester (Spain),Spain,Spain,17018881,1
13616,157.0,Protester (Bahrain),Military Personnel - Special (Bahrain),Bahrain,17018860,1
13615,157.0,Children (Spain),Unspecified Actor,Spain,17018830,1
13614,157.0,Citizen (Libya),Turkey,Libya,17018797,1
13613,157.0,Citizen (United States),Unspecified Actor,United States,17018746,1
13644,157.0,Sicily,Unspecified Actor,Italy,17014832,1
13660,157.0,Citizen (Mexico),Unspecified Actor,Mexico,17014975,1
13629,157.0,Citizen (United States),Unspecified Actor,United States,17014738,1
13630,157.0,Citizen (Bangladesh),Government (Bangladesh),Bangladesh,17014762,1
13631,157.0,Student (Bangladesh),Government (Bangladesh),Bangladesh,17014763,1
13632,157.0,Islamic Oikkya Jote,Government (Bangladesh),Bangladesh,17014764,1
13633,157.0,Children (India),Unspecified Actor,India,17014768,1
13634,157.0,Protester (India),Police (India),India,17014769,1
13635,157.0,Citizen (India),Unspecified Actor,India,17014772,1
13661,157.0,Citizen (Mexico),Unspecified Actor,Mexico,17014976,1
13651,157.0,Citizen (Mexico),Unspecified Actor,Mexico,17014869,1
13649,157.0,Sicily,Unspecified Actor,Italy,17014843,1
13650,157.0,Sicily,Unspecified Actor,Italy,17014846,1
13647,157.0,Citizen (Mexico),Unspecified Actor,Mexico,17014841,1
13646,157.0,Sicily,Unspecified Actor,Italy,17014837,1
13645,157.0,Sicily,Unspecified Actor,Italy,17014835,1
13648,157.0,Protester (Mexico),Unspecified Actor,Mexico,17014842,1
13663,157.0,Citizen (Cameroon),Unspecified Actor,Cameroon,17017138,1
13662,157.0,Protester (Syria),Military Personnel - Special (Syria),Syria,17017057,1
13582,157.0,Citizen (Mexico),Unspecified Actor,Mexico,17017389,1
13583,157.0,Citizen (Mexico),Mexico,Mexico,17017416,1
13584,157.0,Protester (Mexico),Unspecified Actor,Mexico,17017417,1
13585,157.0,Student (Indonesia),Unspecified Actor,Indonesia,17017510,1
13586,157.0,Protester (Yemen),Head of Government (Yemen),Yemen,17017513,1
13587,157.0,Citizen (Afghanistan),Unspecified Actor,Afghanistan,17017524,1
13620,157.0,Citizen (Turkey),Unspecified Actor,Turkey,17014411,1
13621,157.0,Men (India),Unspecified Actor,India,17014414,1
13622,157.0,Activist (India),Unspecified Actor,India,17014441,1
13623,157.0,Activist (India),Unspecified Actor,India,17014455,1
13624,157.0,Men (India),Unspecified Actor,India,17014557,1
13625,157.0,Women (India),Unspecified Actor,India,17014558,1
13626,157.0,Citizen (India),Unspecified Actor,India,17014563,1
13627,157.0,Protester (Peru),Police (Peru),Peru,17014714,1
13643,157.0,Sicily,Unspecified Actor,Italy,17014826,1
13642,157.0,Citizen (Mexico),Government (Mexico),Mexico,17014825,1
13641,157.0,Employee (Brazil),Unspecified Actor,Brazil,17014818,1
13640,157.0,Protester (Peru),Police (Peru),Peru,17014816,1
13639,157.0,Citizen (India),Unspecified Actor,India,17014803,1
13638,157.0,Citizen (India),Unspecified Actor,India,17014802,1
13637,157.0,Protester (Egypt),Unspecified Actor,Egypt,17014801,1
13636,157.0,Citizen (India),Unspecified Actor,India,17014776,1
13603,157.0,Citizen (Yemen),Ali Abdullah Saleh,Yemen,17018394,1
13602,157.0,Activist (Yemen),Unspecified Actor,Yemen,17018393,1
13601,157.0,Anna Hazare,Unspecified Actor,India,17018248,1
13600,157.0,Citizen (Cyprus),Unspecified Actor,Cyprus,17018135,1
13599,157.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17018089,1
13598,157.0,Citizen (Yemen),Ali Abdullah Saleh,Yemen,17018088,1
13597,157.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17018042,1
13628,157.0,Protester (Peru),Police (Peru),Peru,17014720,1
13612,157.0,Protester (Mexico),Unspecified Actor,Mexico,17018703,1
13581,157.0,Protester (United States),Unspecified Actor,United States,17017383,1
13588,157.0,Religion (United States),Unspecified Actor,United States,17017525,1
13580,157.0,Citizen (Sudan),Unspecified Actor,Sudan,17017306,1
13579,157.0,Protester (Lebanon),Police (Lebanon),Lebanon,17017260,1
13578,157.0,Citizen (Lebanon),Police (Lebanon),Lebanon,17017262,1
13611,157.0,Protester (Syria),Military Personnel - Special (Syria),Syria,17018646,1
13610,157.0,Men (Jordan),Unspecified Actor,Jordan,17018629,1
13596,157.0,Mohammad Rafiq,Jamaat I Islami,Bangladesh,17017975,1
13595,157.0,Mohammad Rafiq,Jamaat I Islami,Bangladesh,17017974,1
13609,157.0,Citizen (South Africa),Unspecified Actor,South Africa,17018602,1
13608,157.0,Employee (Swaziland),Mswati III,Swaziland,17018587,1
13607,157.0,Citizen (Mozambique),Unspecified Actor,Mozambique,17018500,1
13606,157.0,Citizen (Mozambique),Mozambique,Mozambique,17018499,1
13605,157.0,Citizen (United States),Unspecified Actor,United States,17018454,1
13604,157.0,Citizen (Yemen),Ali Abdullah Saleh,Yemen,17018395,1
13575,157.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17017215,1
13574,157.0,Protester (Bahrain),Unspecified Actor,Bahrain,17017202,1
13593,157.0,Business (Kenya),Unspecified Actor,Kenya,17017788,1
13594,157.0,Citizen (Pakistan),Unspecified Actor,Pakistan,17017973,1
13592,157.0,Citizen (Yemen),Other Authorities / Officials (Yemen),Yemen,17017750,1
13591,157.0,Protester (Yemen),Unspecified Actor,Yemen,17017751,1
13577,157.0,Citizen (India),Unspecified Actor,India,17017242,1
13576,157.0,Protester (Yemen),Unspecified Actor,Yemen,17017236,1
13573,157.0,Protester (United Kingdom),Police (United Kingdom),United Kingdom,17017191,1
13572,157.0,Protester (United Kingdom),Police (United Kingdom),United Kingdom,17017190,1
13589,157.0,Protester (South Korea),Police (South Korea),South Korea,17017615,1
13590,157.0,Protester (South Korea),Police (South Korea),South Korea,17017638,1
13719,158.0,Student (Iran),Unspecified Actor,Iran,17022904,1
13718,158.0,Protester (Bahrain),Unspecified Actor,Bahrain,17022898,1
13721,158.0,Protester (Egypt),Foreign Affairs (Israel),Egypt,17022919,1
13720,158.0,Protester (Bahrain),Unspecified Actor,Bahrain,17022905,1
13723,158.0,Citizen (Burkina Faso),Blaise Compaoré,Burkina Faso,17022935,1
13722,158.0,Citizen (Egypt),Unspecified Actor,Egypt,17022933,1
13673,158.0,Protester (Yemen),Unspecified Actor,Yemen,17021896,1
13672,158.0,Protester (Yemen),Unspecified Actor,Yemen,17021883,1
13671,158.0,Protester (Syria),Military Personnel - Special (Syria),Syria,17021878,1
13670,158.0,Citizen (United States),Unspecified Actor,United States,17021817,1
13669,158.0,Protester (United States),Unspecified Actor,United States,17021699,1
13668,158.0,Protester (Lebanon),Unspecified Actor,Lebanon,17021693,1
13675,158.0,Protester (Yemen),Unspecified Actor,Yemen,17021899,1
13674,158.0,Protester (Yemen),Police (Yemen),Yemen,17021900,1
13684,158.0,Men (Lebanon),United States,Lebanon,17022295,1
13687,158.0,Protester (Afghanistan),Unspecified Actor,Afghanistan,17022440,1
13688,158.0,Citizen (Syria),Unspecified Actor,Syria,17022459,1
13685,158.0,Children (Lebanon),Unspecified Actor,Lebanon,17022296,1
13686,158.0,Protester (Thailand),Military (Thailand),Thailand,17022312,1
13691,158.0,Student (Nigeria),Unspecified Actor,Nigeria,17022480,1
13676,158.0,Protester (Yemen),Police (Yemen),Yemen,17021897,1
13690,158.0,Student (Nigeria),Unspecified Actor,Nigeria,17022479,1
13689,158.0,Protester (Syria),Military Personnel - Special (Syria),Syria,17022475,1
13707,158.0,Protester (Syria),Ba'ath Party,Syria,17022676,1
13703,158.0,Protester (Yemen),Unspecified Actor,Yemen,17022593,1
13706,158.0,Citizen (Syria),Unspecified Actor,Syria,17022668,1
13705,158.0,Opposition Supporter (Armenia),Unspecified Actor,Armenia,17022662,1
13704,158.0,Protester (Yemen),Unspecified Actor,Yemen,17022652,1
13700,158.0,Citizen (Syria),Unspecified Actor,Syria,17022556,1
13701,158.0,Protester (Syria),Military Personnel - Special (Syria),Syria,17022557,1
13702,158.0,Citizen (Syria),Unspecified Actor,Syria,17022591,1
13667,158.0,Criminal (Lebanon),Unspecified Actor,Lebanon,17021688,1
13664,158.0,Citizen (Syria),Unspecified Actor,Syria,17021648,1
13665,158.0,Citizen (Yemen),Ali Abdullah Saleh,Yemen,17021675,1
13666,158.0,Citizen (India),Unspecified Actor,India,17021684,1
13692,158.0,People Associated with the Opposition (Djibouti),Unspecified Actor,Djibouti,17022489,1
13756,158.0,Citizen (United States),Unspecified Actor,United States,17019444,1
13725,158.0,Protester (Egypt),Unspecified Actor,Egypt,17022945,1
13726,158.0,Protester (Egypt),Unspecified Actor,Egypt,17022946,1
13727,158.0,Citizen (Morocco),Legislature (Morocco),Morocco,17022951,1
13728,158.0,Protester (Morocco),Legislature (Morocco),Morocco,17022952,1
13729,158.0,Citizen (Morocco),Unspecified Actor,Morocco,17022953,1
13730,158.0,Citizen (South Africa),Unspecified Actor,South Africa,17022959,1
13731,158.0,Protester (Libya),Unspecified Actor,Libya,17022991,1
13764,158.0,Citizen (Russia),Unspecified Actor,Russian Federation,17019541,1
13765,158.0,Bangladesh Nationalist Party,Awami (People's) League,Bangladesh,17019630,1
13766,158.0,Activist (India),Unspecified Actor,India,17019637,1
13767,158.0,Anna Hazare,Unspecified Actor,India,17019647,1
13768,158.0,Civic Group (India),Unspecified Actor,India,17019646,1
13769,158.0,Citizen (India),Unspecified Actor,India,17019654,1
13770,158.0,Citizen (Zimbabwe),Unspecified Actor,Zimbabwe,17019660,1
13771,158.0,Citizen (India),Unspecified Actor,India,17019675,1
13740,158.0,Protester (Syria),Military Personnel - Special (Syria),Syria,17023164,1
13709,158.0,Protester (Syria),Military Personnel - Special (Syria),Syria,17022756,1
13710,158.0,Protester (Armenia),Police (Armenia),Armenia,17022761,1
13711,158.0,Citizen (Nigeria),Unspecified Actor,Nigeria,17022782,1
13712,158.0,Protester (Iraq),Unspecified Actor,Iraq,17022804,1
13713,158.0,Citizen (Iraq),Unspecified Actor,Iraq,17022808,1
13714,158.0,Kizza Besigye,Unspecified Actor,Uganda,17022818,1
13715,158.0,Protester (Syria),Military Personnel - Special (Syria),Syria,17022821,1
13748,158.0,Men (Jordan),Unspecified Actor,Jordan,17023308,1
13749,158.0,Anna Hazare,Unspecified Actor,India,17019209,1
13750,158.0,Anna Hazare,Unspecified Actor,India,17019296,1
13751,158.0,Citizen (Oman),Inspector General of Police and Customs,Oman,17019298,1
13752,158.0,Men (Yemen),Al Qaeda,Yemen,17019302,1
13753,158.0,Women (United States),Unspecified Actor,United States,17019326,1
13754,158.0,Civic Group (India),Unspecified Actor,India,17019416,1
13755,158.0,Anna Hazare,Unspecified Actor,India,17019417,1
13724,158.0,Protester (Armenia),Unspecified Actor,Armenia,17022943,1
13693,158.0,Citizen (India),Unspecified Actor,India,17022501,1
13694,158.0,Protester (Iraq),Unspecified Actor,Iraq,17022513,1
13695,158.0,Citizen (Canada),Unspecified Actor,Canada,17022521,1
13696,158.0,Citizen (India),India,India,17022528,1
13697,158.0,Citizen (India),Unspecified Actor,India,17022529,1
13698,158.0,Citizen (Yemen),Ali Abdullah Saleh,Yemen,17022541,1
13699,158.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17022542,1
13732,158.0,Citizen (Syria),Unspecified Actor,Syria,17023026,1
13733,158.0,Protester (Syria),Unspecified Actor,Syria,17023027,1
13734,158.0,Citizen (Syria),Unspecified Actor,Syria,17023028,1
13735,158.0,Protester (Syria),Unspecified Actor,Syria,17023029,1
13736,158.0,Protester (Syria),Military Personnel - Special (Syria),Syria,17023030,1
13737,158.0,Citizen (Egypt),Unspecified Actor,Egypt,17023092,1
13738,158.0,Citizen (Syria),Unspecified Actor,Syria,17023096,1
13739,158.0,Javier Sicilia,Unspecified Actor,Mexico,17023098,1
13708,158.0,Citizen (Syria),Unspecified Actor,Syria,17022683,1
13677,158.0,Activist (Yemen),Police (Yemen),Yemen,17021898,1
13678,158.0,Children (Somalia),Unspecified Actor,Somalia,17021946,1
13679,158.0,Citizen (Somalia),Unspecified Actor,Somalia,17021947,1
13680,158.0,Protester (United States),Ali Abdullah Saleh,United States,17022006,1
13681,158.0,Main Opposition (Kenya),Unspecified Actor,Kenya,17022140,1
13682,158.0,Protester (Lebanon),Unspecified Actor,Lebanon,17022158,1
13683,158.0,Protester (United Kingdom),United Kingdom,United Kingdom,17022285,1
13716,158.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17022837,1
13717,158.0,People Associated with the Opposition (Djibouti),Unspecified Actor,Djibouti,17022847,1
13787,158.0,Protester (Syria),Unspecified Actor,Syria,17021598,1
13786,158.0,Protester (Egypt),Unspecified Actor,Egypt,17021597,1
13783,158.0,Farm Worker (Brazil),Unspecified Actor,Brazil,17019729,1
13782,158.0,Citizen (Venezuela),Ministry (Venezuela),Venezuela,17019727,1
13785,158.0,Governor (China),Healthcare Facility (China),China,17019765,1
13784,158.0,Citizen (Spain),Unspecified Actor,Spain,17019754,1
13763,158.0,Activist (India),Unspecified Actor,India,17019533,1
13762,158.0,Women (Nigeria),Government (Nigeria),Nigeria,17019512,1
13761,158.0,Student (India),Unspecified Actor,India,17019499,1
13760,158.0,Protester (India),Unspecified Actor,India,17019498,1
13759,158.0,Citizen (India),Unspecified Actor,India,17019497,1
13758,158.0,Political Parties (India),Unspecified Actor,India,17019484,1
13757,158.0,Children (India),Shiv Sena,India,17019469,1
13788,158.0,Protester (Syria),Military Personnel - Special (Syria),Syria,17021599,1
13789,158.0,Activist (Syria),Military Personnel - Special (Syria),Syria,17021600,1
13779,158.0,Citizen (India),Unspecified Actor,India,17019700,1
13778,158.0,Education (India),Unspecified Actor,India,17019695,1
13777,158.0,Citizen (India),Unspecified Actor,India,17019685,1
13776,158.0,Student (India),Unspecified Actor,India,17019686,1
13775,158.0,Student (India),Unspecified Actor,India,17019680,1
13774,158.0,Citizen (India),Unspecified Actor,India,17019679,1
13773,158.0,Anna Hazare,Unspecified Actor,India,17019678,1
13772,158.0,Anna Hazare,Unspecified Actor,India,17019677,1
13741,158.0,Protester (India),Unspecified Actor,India,17023172,1
13742,158.0,Protester (Syria),Military Personnel - Special (Syria),Syria,17023204,1
13743,158.0,Citizen (Syria),Unspecified Actor,Syria,17023201,1
13744,158.0,Protester (Syria),Bashar al-Assad,Syria,17023202,1
13745,158.0,Citizen (Syria),Unspecified Actor,Syria,17023203,1
13746,158.0,Protester (Oman),Unspecified Actor,Oman,17023251,1
13747,158.0,Protester (Morocco),Unspecified Actor,Morocco,17023253,1
13780,158.0,Student (India),Unspecified Actor,India,17019722,1
13781,158.0,Citizen (India),Unspecified Actor,India,17019724,1
13791,158.0,Protester (Burkina Faso),Government (Burkina Faso),Burkina Faso,17021635,1
13790,158.0,Citizen (Mexico),Unspecified Actor,Mexico,17021607,1
13861,159.0,Protester (China),Communist Party (China),China,17025589,1
13860,159.0,Citizen (Turkey),Unspecified Actor,Turkey,17025585,1
13827,159.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17025319,1
13826,159.0,Protester (Egypt),Egyptian Armed Forces,Egypt,17025287,1
13825,159.0,Citizen (Egypt),Unspecified Actor,Egypt,17025217,1
13824,159.0,Protester (Iraq),People's Mujahedin of Iran,Iraq,17025214,1
13823,159.0,Citizen (Iraq),United States,Iraq,17025181,1
13822,159.0,Citizen (Iraq),Unspecified Actor,Iraq,17025174,1
13821,159.0,Citizen (Iraq),United States,Iraq,17025173,1
13852,159.0,Citizen (Serbia),Unspecified Actor,Serbia,17025558,1
13867,159.0,Citizen (Spain),ETA,Spain,17025695,1
13866,159.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17025682,1
13865,159.0,Protester (Yemen),Ali Abdullah Saleh,Yemen,17025683,1
13864,159.0,Citizen (Spain),Unspecified Actor,Spain,17025681,1
13863,159.0,Protester (Egypt),Unspecified Actor,Egypt,17025677,1
13862,159.0,Protester (Yemen),Police (Yemen),Yemen,17025659,1
13893,159.0,Protester (Egypt),Unspecified Actor,Egypt,17023406,1
13892,159.0,Protester (Egypt),High Ranking Military Personnel (Egypt),Egypt,17023405,1
13859,159.0,Protester (Yemen),Police (Yemen),Yemen,17025580,1
13858,159.0,Citizen (Hungary),Unspecified Actor,Hungary,17025577,1
13857,159.0,Protester (Yemen),Unspecified Actor,Yemen,17025575,1
13856,159.0,Protester (Yemen),Police (Yemen),Yemen,17025576,1
13855,159.0,Protester (Yemen),Unspecified Actor,Yemen,17025565,1
13854,159.0,Protester (Yemen),Police (Yemen),Yemen,17025566,1
13853,159.0,Citizen (Syria),Unspecified Actor,Syria,17025563,1
13884,159.0,Education (India),Unspecified Actor,India,17023340,1
13883,159.0,Student (India),Unspecified Actor,India,17023333,1
13882,159.0,Citizen (India),Unspecified Actor,India,17023319,1
13881,159.0,Protester (Oman),Unspecified Actor,Oman,17025818,1
13880,159.0,Bharatiya Janata,Unspecified Actor,India,17025812,1
13879,159.0,Main Opposition (Djibouti),Unspecified Actor,Djibouti,17025798,1
13878,159.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17025794,1
13909,159.0,Protester (Egypt),Unspecified Actor,Egypt,17024781,1
13908,159.0,Citizen (Egypt),Unspecified Actor,Egypt,17024780,1
13875,159.0,Protester (Yemen),Military Personnel - Special (Yemen),Yemen,17025749,1
13874,159.0,Protester (Egypt),Egyptian Armed Forces,Egypt,17025732,1
13873,159.0,Protester (Egypt),Unspecified Actor,Egypt,17025731,1
13872,159.0,Protester (Syria),Unspecified Actor,Syria,17025727,1
